humanGene	mouseGene
CYP8B1	Cyp8b1
PTGER2	Ptger2
TENM3	Tenm3
CYP4F8	Cyp4f15
RSPO1	Rspo1
SERPINA1	Serpina1b /// Serpina1c /// Serpina1e
RNU86 /// RPL3 /// SNORD83B	Gm12816 /// Rpl3
RPL3	Gm12816 /// Rpl3
SAA1 /// SAA2 /// SAA2-SAA4	Saa2
SAA1 /// SAA2	Saa2
LY75	Ly75
ZNF235	Zfp235
PDZD3	Pdzd3
RAPSN	Rapsn
FHL5	Fhl5
SOSTDC1	Sostdc1
PTPLB	Ptplb
CCDC34	Ccdc34
NUDT1	Nudt1
OSR1	Osr1
POLL	Poll
ZMAT3	Zmat3
ASB5	Asb5
C11orf52 /// HSPB2 /// HSPB2-C11orf52	2310030G06Rik
M1AP	M1ap
PAX1	Pax1
CSF2RB	Csf2rb2
TBX21	Tbx21
MINK1	Mink1
ATF3	Atf3
AURKC	Aurkc
S1PR5	S1pr5
MMP8	Mmp8
TREX2	Trex2
HAUS7 /// TREX2	Trex2
DCN	Dcn
PIPOX	Pipox
NICN1	Nicn1
KRT27	Krt27
KDR	Kdr
PACSIN1	Pacsin1
SLC6A12	Slc6a12
ADSSL1	Adssl1
HSD17B6	Hsd17b6
KRT33A	Krt33a
THBS4	Thbs4
TAL1	Tal1
HSD17B1	Hsd17b1
SH2D1A	Sh2d1a
AOC3	Aoc3
HOXB2	Hoxb2
RPL3L	Rpl3l
IL1B	Il1b
C1QC	C1qc
CHST7	Chst7
SULT1C2	Sult1c2
MIEN1	Mien1
MPV17L	Mpv17l
ZNF571	Zfp53
CHD1L /// LOC101060601	Chd1l
AMBN	Ambn
PDE1B	Pde1b
KCNE2	Kcne2
CDH4	Cdh4
PLEK2	Plek2
WNT2	Wnt2
PRSS37	Prss37
FKBP1B /// MFSD2B	Fkbp1b
FKBP1B	Fkbp1b
TREH	Treh
TRPC6	Trpc6
MMEL1	Mmel1
P2RX5	P2rx5
CA3	Car3
C12orf4	D6Wsu163e
LPIN3	Lpin3
INO80B /// INO80B-WBP1 /// WBP1	Wbp1
CCDC59	Ccdc59
CST5	Cst10
PTGES	Ptges
SERPINB11	Serpinb11
GP2	Gp2
BST1	Bst1
HCK	Hck
CMA1	Cma1
FOXI1	Foxi1
RBP7	Rbp7
PBLD	Pbld2
KLK3	Klk1b8
KCNQ1	Kcnq1
RELN	Reln
CLEC3B /// EXOSC7	Clec3b
DLX1	Dlx1
KCNMB4	Kcnmb4
GPR12	Gpr12
CD40	Cd40
ATP12A	Atp12a
MOK	Stk30
MMP7	Mmp7
SLC25A13	Slc25a13
CES1 /// LOC100653057	Ces1g
CCDC70	Ccdc70
DGCR14 /// TSSK2	Tssk2
TSSK2	Tssk2
MBD4	Mbd4
CARD10	Card10
LECT2	Lect2
INSL5	Insl5
REG3G	Reg3a
MARCO	Marco
HOXA7	Hoxa7
SERPINB7	Serpinb7
GZMM	Gzmm
IL27RA	Il27ra
SSBP4	Ssbp4
GRK5	Grk5
QPCTL	Qpctl
GADD45A	Gadd45a
BCL7C	Bcl7c
FMO3	Fmo3
GDPD3	Gdpd3
TRPS1	Trps1
LEPREL2	Leprel2
TMEM100	Tmem100
SYCP3	Sycp3
ZNRF4	Znrf4
GCNT1	Gcnt1
KCNH2	Kcnh2
FGF18	Fgf18
ASB14	Asb14
FETUB	Fetub
HLA-E	C920025E04Rik /// H2-T23
F8	F8
MSX2	Msx2
NKAPL	Nkapl
CNTN1	Cntn1
TPSG1	Tpsg1
NKX2-5	Nkx2-5
THPO	Thpo
TRHR	Trhr
ALPK3	Alpk3
GSTP1	Gstp1
SH3YL1	Sh3yl1
EMID1	Emid1
CDX1	Cdx1
PCDHB14	Pcdhb20
PKP1	Pkp1
ABCA4	Abca4
MRAS	Mras
CASP4	Casp4
TCF15	Tcf15
OARD1	Oard1
ATP6AP1	Atp6ap1
STARD7	Stard7
TIGD5	Tigd5
GPR137B	Gpr137b
IRF5	Irf5
TUBB2B	Tubb2a-ps2 /// Tubb2b
TUBB2A /// TUBB2B	Tubb2a-ps2 /// Tubb2b
KIAA1524	C330027C09Rik
GLRX3	Glrx3 /// Gm12669
TBC1D14	Tbc1d14
PNMT	Pnmt
ZFP30	Zfp30
FRAT1	Frat1
SSBP2	Ssbp2
ABCB11	Abcb11
ABCB4	Abcb4
ABCB1 /// ABCB4	Abcb4
CORT	Cort
ATOH1	Atoh1
DACH2	Dach2
PRG4	Prg4
FGF2	Fgf2
ACAN	Acan
TCTEX1D1	Tctex1d1
CDV3	1700091H14Rik /// Gm8068
MAGIX	Magix
PDCD1	Pdcd1
EPHB4	Ephb4
FBXL6	Fbxl6
SCUBE1	Scube1
PER1	Per1
EHD4	Ehd4
NR0B2	Nr0b2
UCHL3	Uchl3 /// Uchl4
KIAA1704 /// LOC100996395	1200011I18Rik
KIAA1704	1200011I18Rik
GOLT1B	Golt1b
HIGD1B	Higd1b
DLX5	Dlx5
IL4	Il4
TBX6	Tbx6
TBX18	Tbx18
HSPB3	Hspb3
BMP8B	Bmp8a
LY96	Ly96
PRKG1	Prkg1
KIFC1	Kifc1 /// Kifc5b
ZNF821	1700008F21Rik /// Zfp821
CASR	Casr
EPAS1	Epas1
UGT2B15	Ugt2b37
LYZL1	Lyzl1
LYZL1 /// LYZL2	Lyzl1
LRRC18	Lrrc18
ACR	Acr
SEPT1	Sept1
GRIN3B	Grin3b
MAP3K6	Map3k6
CRTAM	Crtam
CLEC4F	Clec4f
BCMO1	Bcmo1
GIP	Gip
CSTA	2010005H15Rik
LAG3	Lag3
ZFP2	Zfp2
RIBC1	Ribc1
ZNF202	Zfp202
PBX4	Pbx4
PITX3	Pitx3
CYP19A1	Cyp19a1
CYP19A1 /// LOC100652954	Cyp19a1
CPNE6	Cpne6
PRG3	Prg3
CXCR3	Cxcr3
CD70	Cd70
S100A5	S100a5
SSR2	Ssr2
TSEN15	Tsen15
ENDOU	Endou
DLK1	Dlk1
EIF2B4	Eif2b4
ILK	Ilk
PPARGC1B	Ppargc1b
ZNF593	Zfp593
NFKBIL1	Nfkbil1
NAT6	Hyal1 /// Nat6
HYAL1	Hyal1 /// Nat6
CACNA1F	Cacna1f
PRKCE	Prkce
RPH3A	Rph3a
MLYCD	Mlycd
TMOD4 /// VPS72	Tmod4
CAPN12	Capn12
GAPDHS	Gapdhs
GPR35	Gpr35
EGR4	Egr4
SPOCK3	Spock3
GABRD	Gabrd
NAT1	Nat2
IL11	Il11
NQO2	Nqo2
CXCL3	Cxcl2
KRTAP13-1	2310034C09Rik
ALK	Alk
GIMAP1	Gimap1
IL2	Il2
CD244	Cd244
NKX3-1	Nkx3-1
NLRP4	Nlrp4c
USH1C	Ush1c
GSX1	Gsx1
ADRA2B	Adra2b
TSLP	Tslp
LTF	Ltf
HSD17B12	Hsd17b12
CX3CR1	Cx3cr1
GTPBP1	Gtpbp1
FZD7	Fzd7
TMEM59	Tmem59
IDH2	Idh2
PIGR	Pigr
MAGED1	Maged1
FAM127B	Cxx1c
ZBTB7A	Zbtb7a
HOGA1	Hoga1
AMFR	Amfr
CYTH2	Cyth2
RENBP	Renbp
ABCC2	Abcc2
GAS2	Gas2
GNAQ	Gnaq
TNNT3	Tnnt3
SCN1A	Scn1a
PTPRG	Ptprg
GATA5	Gata5
GCGR	Gcgr
SOCS6	Socs6
BSPRY	Bspry
UGT2A3	Ugt2a3
POFUT1	Pofut1
SERPINB6	Serpinb6a
ERN2	Ern2
CDKN2A	Cdkn2a
CARD14	Card14
PLA2R1	Pla2r1
NCS1	Ncs1
PPP1CC	Ppp1cc
RPL13 /// SNORD68	Gm10071 /// Rpl13
RPL13	Gm10071 /// Rpl13
REM1	Rem1
ASCL1	Ascl1
RAB37	Rab37
ANKRD12	Ankrd12
RARA	Rara
CUX2	Cux2
CLCNKB	Clcnka
CLCNKA /// CLCNKB	Clcnka
SH2B3	Sh2b3
KCNJ15	Kcnj15
GALT	Galt
XK	Xk
SOX13	Sox13
LHCGR	Lhcgr
HCN1	Hcn1
NDST4	Ndst4
RPE65	Rpe65
DUSP13	Dusp13
STAB1	Stab1
CSF2RB	Csf2rb /// Csf2rb2
FGF22	Fgf22
DLC1	Dlc1
HOXD4	Hoxd4
BMP15	Bmp15
LRP1B	Lrp1b
FMNL1	Fmnl1
RCVRN	Rcvrn
PCDHB8	Pcdhb16
CCL28	Ccl28
SPDEF	Spdef
C6orf201	4933417A18Rik
APAF1	Apaf1
COL4A3	Col4a3
MED14	Med14
VWA7	Vwa7
RSPH6A	Rsph6a
FGD3	Fgd3
DNASE2B	Dnase2b
GLRA3	Glra3
SYTL1	Sytl1
EVI2A	Evi2a
TLR5	Tlr5
SLC10A2	Slc10a2
FUT2	Fut2
SCAMP5	Scamp5
ADAM11	Adam11
LNX1	Lnx1
TERT	Tert
CER1	Cer1
PCDHB4	Pcdhb5
CHKA	Chka
SMAD9	Smad9
SCN10A	Scn10a
TLR8	Tlr8
FIGN	Fign
PTK6	Ptk6
TNFSF8	Tnfsf8
IL1RL2	Il1rl2
SCIN	Scin
AVPR2	Avpr2
RRH	Rrh
CDH6	Cdh6
FOXD2	Foxd2
PDCD1LG2	Pdcd1lg2
HORMAD1	Hormad1
MAGEB4	Mageb3
IL6	Il6
CHRFAM7A /// CHRNA7	Chrna7
GABRR1	Gabrr1
VAX2	Vax2
ZP1	Zp1
XRN1	Xrn1
ASTN2	Astn2
SLC8A3	Slc8a3
CDH20	Cdh20
TAS1R2	Tas1r2
PCDHB6	Pcdhb13
CLEC2D	Clec2g
P2RY2	P2ry2
GABRB2	Gabrb2
ZNF354C	Zfp354c
ANGPT4	Angpt4
SHC3	Shc3
P2RX6	P2rx6
IL10	Il10
IL21	Il21
NEK8	Nek8
BCL11B	Bcl11b
CLCNKA /// CLCNKB	Clcnkb
GPR50	Gpr50
MTNR1A	Mtnr1a
CAPG	Capg
CCR6	Ccr6
FUT1	Fut1
PLCG1	Plcg1
PROP1	Prop1
ASB7	Asb7
HAVCR1	Havcr1
MYOZ3	Myoz3
HRK /// LOC283454	Hrk
HRK	Hrk
PPP3R1	Ppp3r1 /// Wdr92
PPP3R1 /// WDR92	Ppp3r1 /// Wdr92
FIGLA	Figla
KCNIP4	Kcnip4
TSHB	Tshb
PTH2	Pth2
LOC100130856 /// PSPN	Pspn
PSPN	Pspn
THBS1	Thbs1
SLC48A1	Slc48a1
PDGFB	Pdgfb
PDE6A	Pde6a
IL18BP	Il18bp
C18orf21	2700062C07Rik /// Gm9182
CHRNA6	Chrna6
MRC1	Mrc1
NR1H3	Nr1h3
SOCS1	Socs1
NARFL	Narfl
IL21R	Il21r
CBL	Cbl
NCOA2	Ncoa2
E4F1	E4f1
CDK5R2	Cdk5r2
MYOC	Myoc
SMAD3	Smad3
PCDH12	Pcdh12
CNR2	Cnr2
HTR2C	Htr2c
GRK6	Grk6
MYBL1	Mybl1
LOC645895 /// MYBL1	Mybl1
CCL24	Ccl24
SALL1	Sall1
KCNA7	Kcna7
PTGER1	Ptger1
CNGB3	Cngb3
KISS1R	Kiss1r
KLRC4-KLRK1 /// KLRK1	Klrk1
ATXN1	Atxn1
ITGA2	Itga2
DPYSL2	Dpysl2
KCNJ2	Kcnj2
AGPAT3	Agpat3
POU2F3	Pou2f3
FOXN1	Foxn1
CHST11	Chst11
CACNA1A	Cacna1a
CACNA1A /// LOC100507353	Cacna1a
MUSK	Musk
NTN4	Ntn4
ZSCAN2	Zscan2
KCNJ11	Kcnj11
TAL2	Tal2
PRKACA	Prkaca
CACNG3	Cacng3
CNTN2	Cntn2
CLDN9	Cldn9
GLI3	Gli3
TLX1	Tlx1
SSTR1	Sstr1
B3GALT5	B3galt5
HLA-B	H2-Bl
MYO1H	Myo1h
EFCC1	Efcc1
AMMECR1	Ammecr1
HTR1F	Htr1f
IL5	Il5
ATP6V1E2 /// FLJ41757	Atp6v1e2
HOXD12	Hoxd12
SPTB	Sptb
SCN4A	Scn4a
C1orf106	5730559C18Rik
PPP2R5D	Ppp2r5d
SURF1	Surf1
IFNA1 /// IFNA13	Ifna1
IFNA1	Ifna1
IL9	Il9
COL2A1	Col2a1
CD19	Cd19
BFSP1	Bfsp1
ALPI	Akp3
AMH /// MIR4321	Amh
CYP11B1	Cyp11b2
CHRM4	Chrm4
SF3A2	Sf3a2
SSTR3	Sstr3
GPR45	Gpr45
HOXD11	Hoxd11
TAS2R1	Tas2r119
BDKRB1	Bdkrb1
IFNA1 /// IFNA13	Gm12597 /// Ifna6 /// Ifna7
IFNA1	Gm12597 /// Ifna6 /// Ifna7
TAS2R4	Tas2r108
UCN2	Ucn2
HIST1H1T	Hist1h1t
LCN8	Lcn8
UCN	Ucn
PEMT	Pemt
IFNA1 /// IFNA13	Ifnab
IFNA1	Ifnab
IFNA1	Ifna5
IFNA1 /// IFNA13	Ifna5
SPRR2G	Sprr2a1 /// Sprr2a2
GNB2	Gnb2
BHMT	Bhmt
MANBA	Manba
ANKH	Ank
SLC2A8	Slc2a8
QTRT1	Qtrt1
CALML5	Calm4
ALPP /// ALPPL2	Alppl2
ALPP	Alppl2
PDCD5	Gm3837 /// Pdcd5
SLC28A2	Gm14085 /// Slc28a2
SECISBP2L	Secisbp2l
MT4	Mt4
HPS3	Hps3
GNG10	Gng10
CTSK	Ctsk
SPZ1	Spz1
PPIE	Ppie
RGS7	Rgs7
PTS	Pts
TESK1	Tesk1
GABPA	Gabpa
MAP3K11	Map3k11
DBH	Dbh
CRYBA1	Cryba1
TREX1	Atrip /// Trex1
ATRIP	Atrip /// Trex1
COL9A2	Col9a2
SMAP2	Smap2
ITGB2	Itgb2
RAG1	Rag1
FABP6	Fabp6
TAGLN3	Tagln3
RGL2	Rgl2
PRSS2 /// PRSS3	Prss3
CASKIN2	Caskin2
KIF4A	Kif4
RGS17	Rgs17
FKBP2	Fkbp2
PSMB9	Psmb9
SLC30A7	Slc30a7
DUSP2	Dusp2
GTF2H2	Gtf2h2
IHH	Ihh
MIR1236 /// NELFE	Nelfe
ARL3	Arl3
SCG2	Scg2
CSPG5	Cspg5
CYP1A2	Cyp1a2
ADAMTS1	Adamts1
ANG	Ang
SH2B2	Sh2b2
MEP1A	Mep1a
FAM126A	Fam126a
CA14	Car14
HS2ST1	Hs2st1
HS2ST1 /// LOC339524	Hs2st1
SEC16B	Sec16b
PNO1	Pno1
KIF21A	Kif21a
ELL2	Ell2
KEAP1	Keap1
NR4A2	Nr4a2
ZPBP	Zpbp
NKG7	Nkg7
CDH11	Cdh11
BMP6	Bmp6
WNT3	Wnt3
AOAH	Aoah
PDE6H	Pde6h
C14orf37	3632451O06Rik
FUT9	Fut9
WNT11	Wnt11
LY6G6D /// LY6G6F	Ly6g6d
LY6G6D	Ly6g6d
MOS	Mos
PHAX	Phax
FABP7	Fabp7
WNT4	Wnt4
RECK	Reck
RHPN1	Rhpn1
TG	Tg
TYROBP	Tyrobp
AVP	Avp
LHB	Lhb
LOC101060681 /// TNXB	Tnxb
ATF6B /// LOC101060681 /// TNXB	Tnxb
LOC101060681 /// TNXA /// TNXB	Tnxb
TNXB	Tnxb
SYT8	Syt8
ADAM21	Adam21
NTF3	Ntf3
SGCD	Sgcd
TLX3	Tlx3
LTB4R2	Ltb4r2
FPR1	Fpr1
FSHR	Fshr
BCL2A1	Bcl2a1a /// Bcl2a1b /// Bcl2a1c /// Bcl2a1d
TNNI1	Tnni1
ZBED5	2410018M08Rik /// Chchd2 /// Gm13202 /// LOC100045688
CHCHD2	2410018M08Rik /// Chchd2 /// Gm13202 /// LOC100045688
POLG2	Polg2
PVRL1	Pvrl1
NTNG2	Ntng2
SEBOX /// VTN	Sebox
ACER1	Acer1
KIF23	Kif23
SYNPO2	Synpo2
TNFAIP3	Tnfaip3
PDE6C	Pde6c
POU3F2	Pou3f2
HOXC5	Hoxc5
CHRM1	Chrm1
FUT4	Fut4
GFRA4	Gfra4
CENPA /// SLC35F6	Cenpa
CENPA	Cenpa
SERPINH1	Serpinh1
DAP3	Dap3
EZR	Ezr
LAP3	Lap3
MRPL17	Mrpl17
HGSNAT	Hgsnat
GPR37 /// SEL1L2	Gpr37
GPR37	Gpr37
ATP9B	Atp9b
MRPL16	Mrpl16
DFFA	Dffa
GSG2	Gsg2
RQCD1	Rqcd1
SRP19 /// ZRSR1	Srp19
SRP19	Srp19
USP4	Usp4
C3orf62 /// MIR4271 /// USP4	Usp4
AP2M1	Ap2m1
MYOM2	Myom2
CCNB2	Ccnb2
APTX	Aptx
LZTR1	Lztr1
ZFP57	Zfp57
EIF4A2	Eif4a2
EIF4A2 /// MIR1248 /// SNORA4 /// SNORA63 /// SNORA81 /// SNORD2	Eif4a2
ERCC5	Ercc5
MAGOHB	Magohb
NRL	Nrl
C1orf210	2610528J11Rik
KATNA1	Katna1
SMC3	Smc3
CIAO1	Ciao1
SQSTM1	Sqstm1
AKIP1 /// NUAK2	Akip1
AKIP1	Akip1
TCEAL3	Tceal3 /// Tceal5 /// Tceal6
PDHA2	Pdha2
HNRNPF	Hnrnpf
CROT	Crot
PTPLAD2	Ptplad2
UQCRFS1	Uqcrfs1
PCCB	Pccb
GOT1	Got1
C15orf40	3110040N11Rik
CACNG4	Cacng4
GTPBP3	Gtpbp3 /// LOC100862531
CNN2	Cnn2
NOP58	Nop58
ADPRM	Adprm
LGR5	Lgr5
TDGF1 /// TDGF1P3	Tdgf1
GPC3	Gpc3
DNAJB7	Dnajb7
MEIS1	Meis1
PASK	Pask
FOLR1	Folr1
FSHB	Fshb
TMEM126A	Tmem126a
C10orf82	1700019N19Rik
XDH	Xdh
ST8SIA3	St8sia3
RNF151	Rnf151
ZNF358	Zfp358
SLC29A3	Slc29a3
ROR1	Ror1
IFRD2	Ifrd2
CTSF	Ctsf
GSK3B	Gsk3b
KLF5	Klf5
LRP6	Lrp6
HCN3	Hcn3
S1PR4	S1pr4
ARL1	Arl1
FTSJ3	Ftsj3
AKR1C1	Akr1c21
AKR1C2 /// LOC101060798	Akr1c21
AKR1C1 /// AKR1C2 /// LOC101060798	Akr1c21
SFRP4	Sfrp4
SPG21	Spg21
PTPN9	Ptpn9
APLN	Apln
NOP9	Nop9
DTD1	Dtd1
GEMIN2	Gemin2
SYT13	Syt13
BCAP31	Bcap31
NT5C3A	Nt5c3
COG8	Cog8 /// Pdf
COG8 /// PDF	Cog8 /// Pdf
MDM1	Mdm1
ZNF474	Zfp474
PEX5L	Pex5l
STXBP4	Stxbp4
PSAT1	LOC100047252 /// Psat1
MBOAT7	Mboat7
SGTA	Sgta
RPS25	Gm4963 /// Gm6988 /// Rps25
GDI1	Gdi1
ETFDH	Etfdh
C8orf82	C030006K11Rik
GGT7	Ggt7
NDUFS2	Ndufs2
VASP	Vasp
CHMP1A	Chmp1a
ESYT1	Esyt1
HAUS4 /// MIR4707	Haus4
SNRNP70	Snrnp70
VASH2	Vash2
TUT1	Tut1
RNF185	Rnf185
TOM1L1	Tom1l1
FAM53A	Fam53a
N4BP3	N4bp3
PAIP2B	Paip2b
CALB2	Calb2
PBXIP1	Pbxip1
GTF2B	Gtf2b
SLC39A4	Slc39a4
METTL8	Mettl8
EXOC1	Exoc1
FAM98C	Fam98c
EMC3	Emc3
PINK1	Pink1
PGM1	Pgm2
ZNF410	Zfp410
EMR1	Emr1
TINF2	Tinf2
MRPS18B	Mrps18b
LMBR1L	Lmbr1l
ARHGDIA	Arhgdia
LOC101060373 /// NOMO1 /// NOMO2 /// NOMO3	Nomo1
NOMO3	Nomo1
KIAA0146	2310008H04Rik
KIAA0146 /// LOC100996383	2310008H04Rik
TPRG1L	Tprgl
LRRC49	Lrrc49
LRRC33	Lrrc33
SPCS3	Spcs3
CCDC142 /// MRPL53	Ccdc142 /// Mrpl53
CCDC142	Ccdc142 /// Mrpl53
TMEM121	Tmem121
MYO19	Myo19
HNRNPA3 /// HNRNPA3P1	Gm6793 /// Hnrnpa3
HNRNPA3	Gm6793 /// Hnrnpa3
FOPNL	Fopnl
ZSWIM1	Zswim1
CRABP2	Crabp2
HEATR8-TTC4 /// MROH7 /// TTC4	Ttc4
TTC4	Ttc4
ALDOB	Aldob
RNH1	Rnh1
FLJ23519 /// RNH1	Rnh1
CXorf56	C330007P06Rik
MICU1	Micu1
CERS5	Cers5
CEP85	Cep85
KBTBD2	Kbtbd2
ZNF330	Zfp330
IMMP1L	Immp1l
ORMDL1	Ormdl1
SLC10A3	Slc10a3
HDAC11	Hdac11
WBP5	Wbp5
TRAF2	Traf2
RERG	Rerg
RBM7	Rbm7
SLC26A1	Slc26a1
RNPEP	Rnpep
ZNF22	Zfp422
LRRC3B	Lrrc3b
APPBP2	Appbp2
IRF2BP1	Irf2bp1
PXK	Pxk
LSR	Lsr
ACSL6	Acsl6
PSCA	Psca
REXO2	Rexo2
ALDH1B1	Aldh1b1
FRMD6	Frmd6
CCDC115	Ccdc115
TRAM1L1	Tram1l1
PDZD11	Pdzd11
DUSP18	Dusp18
OGDH	Ogdh
ZADH2	Zadh2
NTMT1	Ntmt1
ZSCAN12	Zscan12
YIPF3	Yipf3
FUS	Fus
MAP1LC3A	Map1lc3a
NABP2	Nabp2
ZNF212	Zfp212
RRP9	Rrp9
SNRPE	Snrpe
PLEKHH3	Plekhh3
CHMP7	Chmp7
CXorf40B	1110012L19Rik
CXorf40A /// CXorf40B	1110012L19Rik
NRDE2	Nrde2
TMEM143	Tmem143
CBY1	Cby1
CDCA7L	Cdca7l
MRPL14	Mrpl14
CTSL2	Ctsl
TMEM101	Tmem101
PICALM	Picalm
YTHDF2	Ythdf2
ARHGAP8 /// PRR5-ARHGAP8	Arhgap8
RBM43	Rbm43
CMBL	Cmbl
ZNF7	Zfp7
ABHD14B	Abhd14b
TMED1	Tmed1
PCNXL3	Pcnxl3
NUDT22	Nudt22
INPP5B	Inpp5b
PPP1R1B	Ppp1r1b
ZNF521	Zfp521
FAM58A	Fam58b
PLAC8	Plac8
LGALS4	Lgals4
SUOX	Suox
ARID5A	Arid5a
TMEM119	Tmem119
EFCAB7	Efcab7
FOXRED1	Foxred1
MPND	Mpnd
PNPLA7	Pnpla7
RAB7L1	Rab7l1
LOC101060555 /// POLR3GL	Polr3gl
RBM19	Rbm19
COPS6	Cops6
ALG1 /// NAGPA-AS1	Alg1
ALG1	Alg1
CCDC107	Ccdc107
MRAP	Mrap
AAAS	Aaas
ZFYVE19	Zfyve19
AAMDC	Aamdc
CHAC1	Chac1
KDM8	Kdm8
FAM162A	Fam162a
BLVRB	Blvrb
CUTA	Cuta
ATP11B	Atp11b
C10orf137	2700050L05Rik
ELMOD3	Elmod3
PEX26	Pex26
DPP6	Dpp6
CCDC92	Ccdc92
POMT2	Pomt2
GIGYF2	Gigyf2
CBR4	Cbr4
PPP1R37	Ppp1r37
PCCA	Pcca
IGSF5	Igsf5
CDPF1	Cdpf1
CRIP3	Crip3
C8orf4	1810011O10Rik
TGM1	Tgm1
SPSB4	Spsb4
ROGDI	Rogdi
MYO18A /// TIAF1	Myo18a
GFOD2	Gfod2
DBNDD2 /// SYS1 /// SYS1-DBNDD2	Dbndd2
MFSD3	Mfsd3
ZDHHC20	Zdhhc20
C3orf17	BC027231
CHODL	Chodl
LYPD8	Lypd8
C10orf99 /// CCDC104 /// HNRNPM /// ND4	Ccdc104
CCDC104	Ccdc104
C10orf99 /// CCDC104 /// ND4	Ccdc104
METTL23	Mettl23
DAPK2	Dapk2
THNSL2	Thnsl2
SLC22A7	Slc22a7
PRR5	Prr5
UBL7	Ubl7
MTG2	Gtpbp5
XPO5	Xpo5
CNTLN	Cntln
CRYZL1	Cryzl1
PARP8	Parp8
PLXND1	Plxnd1
ZDHHC8	Zdhhc8
ANGPTL7	Angptl7
TMEM53	Tmem53
E2F4	E2f4
SLC51A	Slc51a
SYN1	Syn1
SLC46A3	Slc46a3
RABEPK	Rabepk
FITM1	Fitm1
SLC25A35	Slc25a35
LYPLAL1	Lyplal1
BCDIN3D	Bcdin3d
SLA2	Sla2
WAC	LOC101056456 /// Wac
CADPS2	Cadps2
USHBP1	Ushbp1
LOC100652777 /// PLA2G10	Pla2g10
NOL3	Nol3
TAF9	Taf9
HIBCH	Hibch
RHEBL1	Rhebl1
RHOBTB2	Rhobtb2
ZNF14	Zfp709
MIF4GD	Mif4gd
ARHGAP12	Arhgap12
PCOLCE2	Pcolce2
SGTB	Sgtb
CBWD1 /// CBWD2 /// CBWD3 /// CBWD5 /// CBWD6 /// CBWD7 /// LOC100653334 /// LOC101060578	Cbwd1
CBWD1 /// CBWD3 /// CBWD5 /// CBWD6 /// CBWD7 /// LOC100653334 /// LOC101060578	Cbwd1
CBWD1 /// CBWD2 /// CBWD3 /// CBWD5 /// CBWD6 /// LOC100653334 /// LOC101060578	Cbwd1
SCGN	Scgn
IL31RA	Il31ra
CHI3L1	Chi3l1
MPI	Mpi
BCS1L	Bcs1l
FBXO21	Fbxo21
TDRD3	Tdrd3
IYD	Iyd
CNGB1	Cngb1
EPHB3	Ephb3
KRT84	Krt84
LIPT1	Lipt1
TAT	Tat
PRR12	Prr12
GGACT	Ggact
PARP14	Parp14
ZNF157	Zfp810
FAM92A1	Fam92a
ZNF764	9130019O22Rik /// E430018J23Rik /// Zfp747 /// Zfp764
MFF	LOC637796 /// Mff
STX4	Stx4a
BCL9 /// LOC101060700	Bcl9
NUDT3 /// RPS10-NUDT3	Nudt3
NUDT3	Nudt3
PRKDC	Prkdc
CCDC65	Ccdc65
TTR	Ttr
TULP1	Tulp1
HAVCR2	Havcr2
TMBIM6	Tmbim6
MYPOP	Mypop
HLA-B	H2-K1 /// H2-Q5
SPHK1	Sphk1
TMPRSS11D	Tmprss11d
PAX4	Pax4
CES3	Ces3a /// Ces3b
SPNS2	Spns2
RTBDN	Rtbdn
ACVRL1	Acvrl1
DYX1C1	Dyx1c1
DYX1C1 /// DYX1C1-CCPG1	Dyx1c1
C14orf180	A530016L24Rik
KLK3	Klk1b21
CXCL17	Cxcl17
PLA2G16	Pla2g16
AMELX	Amelx
CES4A	Ces4a
C8G	C8g
SLC1A2	Slc1a2
RPRD1A	Rprd1a
SLC22A9	Slc22a29 /// Slc22a30
ANKRD33	Ankrd33
RSRC2	Rsrc2
DBR1	Dbr1
MIA-RAB4B /// RAB4B	Rab4b
EGLN2 /// RAB4B /// RAB4B-EGLN2	Rab4b
RAB4B	Rab4b
HLA-B	H2-Q4 /// H2-Q6 /// H2-Q8 /// LOC68395
SLC24A1	Slc24a1
FOLR2	Folr2
DDO	Ddo
VSIG4	Vsig4
CNEP1R1	Cnep1r1
FAM161A	Fam161a
SLFN13	Slfn8
LOC101060460 /// POLR3C	Polr3c
HOXB6	Hoxb6
TRIM3	Trim3
AP4S1	Ap4s1
FAM20B	Fam20b
ALAS2	Alas2
DRAP1	Drap1
EDNRA	Ednra
IK /// TMCO6	Tmco6
TMCO6	Tmco6
FGF12	Fgf12
GPX4	Gpx4
CMTM7	Cmtm7
WNT9B	Wnt9b
MAFB	Mafb
SETD3	Setd3
PLXNA2	Plxna2
APOBEC1	Apobec1
KIAA1919	2010001E11Rik /// AI317395
HOXB4	Hoxb4
CNGA1	Cnga1
KRTAP4-3	Krtap4-16
DDX60	Ddx60
CRTC3	Crtc3
PYROXD1	Pyroxd1
BLNK	Blnk
SLC29A1	Slc29a1
MUC20	Muc20
F11	F11
TFPI	Tfpi
KLHL24	Klhl24
TMCC3	Tmcc3
HDC	Hdc
CCDC25	Ccdc25
GCC2	Gcc2
LRRC16A	Lrrc16a
KCNJ4	Kcnj4
MAP3K7CL	Map3k7cl
ADAM22	Adam22
OPRK1	Oprk1
HTATIP2	Htatip2
B3GNT4	B3gnt4
MIB1	Mib1
MIB1 /// MIR1-2 /// MIR133A1	Mib1
ZSWIM6	Zswim6
COPZ1	Copz1
SOX21	Sox21
